case_id,project_name,evidence_status,project_highlight,problem_opportunity,decisive_action,mechanism_chain,evidence_backed_result,transferable_action,applicability_trigger,required_conditions,non_transferable_conditions,proposal_use,card_status
案例A70,杭州湖滨银泰in77,部分核验,以'敢潮敢热爱'定位和ABCDE五区近30万㎡布局，用分区运营与首店经济做成西湖边百亿级年轻社交地标,核心商圈需以年轻化定位与分区运营承接多客群,总建面近30万㎡（商业近23万㎡），ABCDE五区：A区国际一线精品（爱马仕旗舰店、克罗心中国大陆第二家、GUCCI杭州最大单店）、B区庭院里弄潮流、C区快时尚、D区轻奢（2017年12月开业，3万㎡、20家杭州首店）、E区特色美食手信；2023年销售额首次破百亿,分区定位 + 首店经济 + 主题街区 + 西湖区位 → 百亿级客流与销售,2023年销售额破百亿（同比+30%）、全年客流8500万人次（同比+51%）均已确认,用多区分区定位+持续首店更新承接不同客群，把核心地段做成年轻社交地标,核心商圈大体量商业需要年轻化与多客群运营时,大体量空间、首店资源、分区运营能力与客流基础,西湖湖滨区位、银泰集团资源与旅游客群,策略依据,已完成
案例A71,厦门大悦城,部分核验,以闽南文化与嘉庚建筑为载体的'海岛伊甸园'理念，用'半日''半海'非标空间和70%首店做集美商业标杆,岛外新城需以在地文化与场景创新吸引全城客群,2024年9月30日开业（集美区）；200+品牌、70%以上为福建/厦门/区域首店；'半日''半海'两大特色空间；以闽南文化与嘉庚建筑元素为载体,在地文化场景 + 非标空间 + 首店经济 → 全城打卡与消费,开业、品牌数与首店占比均已确认,以在地文化与非标空间做商业场景，用高首店占比建立全城吸引力,岛外/新城商业需要全城辐射力时,在地文化素材、非标空间投入、首店招商资源,厦门旅游客群、嘉庚建筑文脉与大悦城品牌资源,动作参考,已完成
案例A72,石家庄万象城,部分核验,以56万㎡综合体和400+品牌填补石家庄高端购物中心空白，做'首座世界级城市综合体',二线城市需以大体量综合体承接消费升级,2018年11月10日开业；总建面56万㎡（含5A写字楼、影院等），购物中心B1-L7层、400余家品牌；主力店含Olé精品超市、万象影城、超越健身、MELAND儿童成长乐园,大体量 + 品质品牌组合 + 华润运营 → 城市级商业地标,开业、体量与品牌数均已确认,在高端商业洼地城市以大体量综合体+品质品牌组合建立先发地位,二线城市商业升级窗口期时,大体量地块、品牌招商资源、集团运营能力,石家庄核心区区位、华润置地资源,动作参考,已完成
案例A73,南京新街口IFCX,部分核验,以'新力场'定位重塑新街口核心存量商业裙楼，用首店与场景改造做年轻文化消费场,核心商圈存量商业需以重新定位与改造对抗老化,南京国际金融中心（瑞安持有）商业裙楼，2000年投入使用（原东方商城）；商业部分命名IFCX，基于'新力场'升级定位，主打创意品质业态与社群文化；2023年1-3层外立面出新改造，引进Nike Rise 1200江苏首店,重新定位 + 外立面改造 + 首店导入 → 存量商业焕新,定位、改造动作与Nike Rise 1200江苏首店已确认（来源等级C）,对核心商圈存量物业以重新定位+空间改造+首店导入做焕新,核心商圈存量商业需要重新定位时,物业控制权、改造投入、首店招商资源,新街口区位、瑞安资产与商圈客流,动作参考,已完成
案例A74,曼谷CENTRAL PARK（海外）,部分核验,以Central Pattana+Dusit双集团合作，把'城市生活型百货'做成集空中花园、米其林美食街于一体的世界级地标,高端百货需以城市公共空间与美食内容突破消费场景,2025年9月4日开幕，位于耗资460亿泰铢的Dusit中央公园综合开发案内；Silom路与Rama 4路交会（正对伦批尼公园）；BTS+MRT双轨交汇；LG层Parkside Market米其林美食街（近20间米其林推荐）；空中花园、玻璃屋餐厅；超250家品牌与餐厅,双轨交通 + 城市绿地对景 + 米其林美食 + 空中花园 → 久待慢逛的城市体验,开业、双集团合作、体量与业态结构均已确认,用'双集团资源+城市公共空间+米其林美食街'做城市级百货目的地,高端商业需要城市公共空间与美食内容差异化时,大体量开发、国际品牌招商、公共空间运营与交通接驳,曼谷中心区位、Central Pattana与Dusit资源、旅游客群,动作参考,已完成
案例A75,深圳海雅缤纷城,部分核验,以近30万㎡大体量和'美妆+轻奢'业态组合，用大剧院、溜冰场等体验设施做宝安区域商业标杆,大体量区域商场需以体验设施与品牌升级持续焕新,2013年9月开业，体量近30万㎡；开创性打造1200座位海雅大剧院、溜冰场；2017年引进Coach、Michael Kors等轻奢品牌；布局'美妆+轻奢'拳头业态（CHANEL、DIOR、LA MER等32家国际化妆品牌）,大体量 + 体验设施 + 品牌升级 → 区域客流与销售改善,开业、体量、体验设施与品牌升级动作均已确认（含开业初期70家商铺空置后改善的真实过程）,区域大体量商场以'体验设施+美妆轻奢业态升级'做持续焕新,区域型大体量商场需要业态升级时,大体量物业、品牌招商资源、体验设施投入,宝安中心区区位、海雅集团资源,动作参考,已完成
案例A77,南京金陵天地,部分核验,以华润万象生活+阿里巴巴联合打造，把阿里中心商业配套做成'科技+商业+人文'生态社区核心,产业园商业配套需以大体量+首店承接园区与区域客群,2025年7月18日正式开业（7月10日试营业）；商业总体量约13万㎡、地下3层地上6层；引进260+品牌（约280家），聚焦区域空白业态补充与热门餐饮；一期商业MALL，二期HUB+PODIUM后续开放；为南京阿里中心（阿里巴巴江苏首个自建自持园区）商业配套,大厂园区客流 + 大体量商业 + 区域首店补充 → 区域消费留存,开业当日出租率与收缴率双100%、260+品牌均已确认,以大厂园区为客群底盘，用大体量商业+区域首店补位做产城融合商业,产业园区/科技新城需要大型商业配套时,大体量地块、园区客流、首店招商与运营资源,南京阿里中心园区、华润万象生活与阿里联合资源,动作参考,已完成
案例A78,杭州嘉里中心,部分核验,以'自在当下'理念和湖畔区位，用国际轻奢潮牌+网红餐饮+公共广场做西湖边潮奢小资商业,核心地段综合体需以轻奢定位与公共空间区别于传统商场,2016年开业；总开发规模27.6万㎡（总建面约34.2万㎡）；商场6层共10.8万㎡；MALL+甲级办公楼+高端公寓+杭州城中香格里拉大酒店；1万㎡中央广场（传统中国园林式设计，融合文保'红楼'）；品牌含Maison Margiela、Jil Sander、Marni、Shake Shack、翠园等,湖畔区位 + 轻奢选品 + 网红餐饮 + 公共广场 → 潮奢社交目的地,开业、体量、定位与品牌结构均已确认,在核心地段用轻奢品牌+网红餐饮+公共广场组合做'自在生活'型商业,核心城市中心地段需要轻奢/生活方式商业时,核心地段、轻奢招商资源、公共空间运营,西湖区位、嘉里集团资源与香格里拉酒店配套,动作参考,已完成
案例A79,菏泽佳和城,部分核验,鲁西南三四线城市的23万方城市级地标商业，以『全客层+主题街区+首店』组合激活本地消费,菏泽市区级商圈缺少大型一站式商业，本地消费外溢或降级,以23万方大体量落位中华路核心商圈，引入万达影城/海底捞/GAP等主力并打造RUN运动街区和B1美食主题街区,城市人口与消费升级需求 → 大体量全客层供给 + 首店与主题街区 → 形成城市级目的地到访,开业时间体量、楼层业态、主力店与主题街区已由赢商网+菏泽日报交叉确认；开业后持续经营数据待补,在低线城市以大体量+全客层+主题街区一次到位，用首店制造开业级话题,三四线城市中心城区缺少同体量竞品、本地消费力可支撑大体量,地段、体量资本、招商资源与本地运营团队,菏泽人口体量与消费力、佳和集团本土资源；『23万方』为项目整体口径,策略依据（需补持续经营数据后使用）,已完成
案例A80,惠州华贸天地,部分核验,深耕单一城市13年的高端城市综合体：从美妆矩阵到首店独家品牌的长期运营样本,二线城市高端商业供给不足，品牌独家性与城市消费升级需求错配,以国际美妆集群（20+品牌）立高端定位，每年焕新150-200家品牌且约80%为城市首进，维持350+独家品牌,高端美妆+国际品牌底盘 → 每年持续焕新与首店/独家品牌 → 年度客流2700万+与2024年销售额48亿+,体量、业态、年客流与销售数据由华贸集团官网+Spring REIT+潮新闻交叉确认,以『首发/独家』作为区域商业的持续运营主线，而非一次性开业招商,城市有持续升级的高端消费需求、运营商有长期品牌资源积累,高线级客群基础、多年品牌资源沉淀与资本投入,惠州湾区区位与华贸集团资源不可照搬；13年投入周期较长,策略依据,已完成
案例A81,济南领秀城贵和购物中心,部分核验,以家庭客群『一站式』定位的社区型区域商业，经十年运营后走向REITs资本化的样本,大型居住社区缺少就近的品质商业供给，家庭消费外溢,围绕家庭客群布局零售/餐饮/教育/娱乐业态，引入无印良品/H&M/特斯拉等品牌，形成社区黏性后资本化,社区人口基础 → 家庭一站式业态 → 稳定租金与客流 → 资产证券化退出,定位、十年进阶与品牌矩阵已确认；2024年REITs化（15.7亿估值、229家店铺）见行业报道，正式文件待补,以家庭一站式业态服务大社区，用长期稳定经营换取资产价值变现,大体量居住社区、稳定家庭客群、可证券化资产条件,REITs政策窗口、资产规模与运营数据合规披露能力,领秀城大盘自带人口基数；REITs化路径依赖政策与金融条件,策略依据,已完成
案例A82,义乌之心,部分核验,县级市打造浙中商业地标：以首店经济+城市级爆点活动维持日均6万人客流的样本,义乌商贸城市消费力强但缺乏高端购物场所，年轻客群体验供给不足,以15万㎡商业建面+40+开业首店建立城市级供给，持续以跨年晚会/稻草人艺术展/巨型粉龙等爆点活动制造话题,城市消费力 → 首店与城市级活动 → 目的性到访（2021销售额24亿、日均客流6万+）,开业数据、销售额、客流与运营活动由赢商网/新浪交叉确认,以『首店+城市级事件营销』双引擎驱动县级市商业长红,县域经济强市、人口与消费力支撑、缺乏同体量竞品,大体量投入（近20亿）、品牌招商资源与持续营销预算,义乌小商品城产业背景与人口结构特殊；奢侈品缺位是当地市场特性,策略依据,已完成
案例A83,呼和浩特万象城,部分核验,华润首进内蒙古的24万㎡城市级旗舰，以近200家首店和创意空间厂牌刷新首府商业天花板,呼和浩特主城区230万人口长期缺少高端旗舰商业，本地消费外溢至一线城市,以24万㎡大体量+近400品牌（近200首店，餐饮80%首进内蒙古）+NEXT BOX创意空间厂牌建立城市级供给,城市供给缺口 → 大体量旗舰+超高首店密度+空间厂牌 → 开业率100%、单日客流20万、会员25万,开业数据由赢商网+iziRetail交叉确认；与案例A1疑似重复需索引层去重,以首店密度和空间内容厂牌定义区域旗舰，用开业数据验证供给缺口,首府/区域中心城市缺少同量级竞品、消费外溢明显,头部运营商资源、大体量与开业期营销投入,华润品牌资源与呼和浩特辐射范围不可照搬；开业热度不代表持续运营,策略依据,已完成
案例A84,武昌万象城,部分核验,存量资产盘活样本：华润置地收购华夏幸福地块，将武昌滨江空白区升级为25万㎡M2轻奢商业,武昌滨江商务区商办密集但高端商业空白，周边既有商业体经营疲软,以25万㎡商业（地上8层地下4层）填补区域空白，定位M2轻奢，引入500余商家与NABOCUL等华中首店,区域商业空白 + 交通与滨江景观 → 大体量轻奢供给 → 填补缺口形成目的地到访,开业时间、体量、定位与招商规模由观点网确认；运营表现待补录,识别区域供给空白并以资产收购方式快速落地大体量商业,区域商办与居住密度高、同量级竞品缺失、资产可收购,资本收购实力、招商资源与区域规划支持,武昌滨江商务区人口结构与区位不可照搬；轻奢定位依赖客群基础,动作参考,已完成
案例A85,太原万象城,部分核验,华北最大万象城的长期经营样本：会员120万、61%品牌业绩居太原第一,太原传统商圈老化，缺少国际水准的旗舰商业供给,2018年以华北最大体量万象城切入长风商务区，引入Ole超市/万象影城等主力并持续运营,城市升级需求 → 旗舰体量+华润运营 → 会员规模与单品牌业绩领先,开业时间、体量定位与经营指标由东方财富号+维基百科确认,以旗舰体量与成熟运营体系在城市升级期卡位核心商圈,城市处于消费升级期、核心商圈有可开发用地,头部运营商体系、大体量资本投入,太原长风商务区规划与华润资源不可照搬；61%品牌业绩第一为本地口径,动作参考,已完成
案例A86,南京玄武招商花园城,部分核验,『生态+』区域商业样本：以骑行友好、屋顶天文台、动物园联动构建差异化体验,南京大城北板块缺少高品质商业，同质化区域商业难以吸引目的性到访,以14万㎡体量+『自然/文化/探索/共生』理念，落地骑行友好楼梯/屋顶天文台/宠物设施，联动红山动物园与紫金山,在地文旅资源（动物园/紫金山/玄武湖）+主题化空间 → 差异化体验 → 首店占比50%+的目的性到访,体量、主题与政府背书由玄武区政府确认；开业数据（95%开业率、240+品牌）见行业报道,把在地文旅资源转化为商业空间主题，构建不可复制的差异化,项目邻近独特文旅资源、区域有商业空白,TOD接驳、空间可塑性、在地资源联动能力,红山动物园/紫金山资源不可移动；『生态+』主题需与城市禀赋匹配,策略依据,已完成
案例A87,成都大悦城,部分核验,国内首个体验游憩式潮玩购物公园：Joy City Joy Park定位与REITs资本化验证,成都城南高端商业与城西家庭/青年消费供给失衡，传统盒子mall同质化,以约40万㎡综合体+『潮玩购物公园』定位，做3A景区级户外空间、宠物友好、节能环保，并运营城市动静态/阶梯音乐节等活动,主题化空间+宠物友好+持续活动 → 年轻家庭目的性到访 → 稳定经营现金流 → 2024年商业REIT上市,开业、体量、定位由行业协会+中国网确认；REITs上市为运营模式提供资本验证,以差异化空间定位+高频内容活动运营大型商业，并用REITs打通资本循环,城市有青年/家庭增量客群、项目具备大体量与户外空间条件,大体量空间、内容运营团队与资本化条件,成都城南区位与40万㎡体量不可照搬；宠物友好需本地政策与客群支撑,策略依据,已完成
案例A88,上海徐汇万科广场,部分核验,三线交汇TOD上的『城市绿毯』：以运动/亲子/商务三大主题构建10万㎡区域商业,徐汇中城缺少连接交通枢纽与社区的品质商业，区域通勤与居住人群消费场景单一,以1/3/15号线交汇TOD为基础，围绕运动/亲子/商务三大业态，引入超200品牌（40%+区域首店），绿轴办劳动者市集,轨道交通交汇 → 客群导入 → 主题业态+公共空间活动 → 区域品质消费场景,体量、主题与政府背书由徐汇区政府确认；开业品牌与首店占比见观点网/上观,以TOD到达性+主题业态+公共空间活动三合一打造区域商业,轨交枢纽交汇、区域有通勤与居住人口,TOD接驳条件、主题业态招商与公共空间运营能力,上海徐汇中城的区位与客流结构不可照搬,动作参考,已完成
案例A89,深圳壹方天地,部分核验,分区主题+首店经济的超大盘样本：ABCDE五区1000+品牌构建华南最长商业步行街,龙华区长期被称为『商业荒漠』，年轻客群与家庭消费外流,以60万㎡级五区布局（亲子/青年/体验MALL/潮创/生活中心），C区龙华壹方城2021年开业90%首进品牌，D区2022年开街再添70+首店,城市新区人口导入 → 多主题分区+超高首店密度 → 客流聚合（1000+品牌、iFLY风洞等体验业态）,分区定位、开业数据与首店规模由龙华区政府+赢商网交叉确认,以多主题分区覆盖全客层、以首店经济与体验业态填补新区商业空白,新区人口快速导入、区域缺乏同量级竞品,大体量分期开发资本、长期招商运营能力,深圳龙华的人口结构与城市能级不可照搬；分期开发周期长,策略依据,已完成
案例A90,上海港汇恒隆广场,部分核验,存量高端商场大规模资产优化的标杆：三年半改造后租赁收入+15%、2023销售+68%,徐家汇老牌高端商场面临ITC等新竞品，空间与品牌老化,2017年启动为期三年半的分阶段资产优化（建筑重塑+品牌全面焕新+近400品牌），以GATEWAY TO INSPIRATION概念重新开业,资产改造投入 → 空间与品牌升级 → 租金与销售双升（2020中期租赁收入4.53亿+15%；2023上半年销售+68%、出租率98%）,优化周期、投入方向与业绩由恒隆集团官方新闻稿+财报确认,对成熟高端资产做系统性改造升级而非局部修补，用升级效果验证改造投入,存量高端商场面临竞品升级、项目区位仍具价值,长期资本投入、高端品牌资源与分期改造的运营安排,港汇的徐家汇区位与恒隆高端资源不可照搬；三年半改造需承担停业损失,策略依据,已完成
案例A91,七宝灵展广场（原七宝万科）,部分核验,REITs级存量并购样本：领展23.8亿收购余下50%全资持有七宝万科广场并重塑品牌,开发商降杠杆需要退出优质资产，资本方寻求稳定现金流的区域商业,领展2021年首购50%、2024年以23.838亿元收购余下50%成为全资拥有人，接掌运营并重塑品牌（更名灵展广场）,稳定现金流资产 → 分步收购（估值65.8亿→70.6亿）→ 全资持有+品牌重塑 → 租金与客流提升（2023客流2150万+45%）,交易金额、权益比例、体量与客流数据由领展官网+时代财经确认,以分步收购与品牌重塑盘活优质存量商业，实现运营商与资本方双赢,优质地段+稳定租金现金流的存量商业、卖方有退出诉求,资本实力、估值能力与接管后运营团队,上海七宝区位与领展资金规模不可照搬；更名后品牌重塑效果待观察,策略依据,已完成
案例A92,成都 IFS,部分核验,以公共艺术打造城市级打卡IP的样本：爬墙熊猫让商业体成为城市地标,成都高端商业起步晚于一线，需要制造话题与目的性到访,以76万㎡综合体（购物中心21万㎡）引入连卡佛/LV/Dior等奢牌，并落成Lawrence Argent设计的I am Here爬墙熊猫,高端品牌底盘 + 公共艺术IP（13米13吨熊猫）→ 城市级话题与打卡流量 → 奢侈消费目的地,体量、开业、品牌与艺术装置由维基百科等多源确认,以标志性公共艺术装置制造城市级记忆点，带动高端商业话题与到访,城市有高端消费基础、项目具备地标级空间条件,大体量资本、国际品牌招商与艺术资源投入,春熙路商圈区位与九龙仓资源不可照搬；艺术IP需与城市气质契合,策略依据,已完成
案例A93,济南印象城,部分核验,印力首入山东的『潮趣工场』：以青年定位+9大创意空间实现首日客流破25万,济南老商圈（洪家楼）年轻化不足，青年客群缺少潮流消费场所,以『潮趣工场』定位专注青年经济，联合4大艺术家打造9大创意空间（造梦花园/IN跑789/東巷等），首进济南品牌20%为潮流品牌,青年客群定位 → 艺术创意空间+潮流首店 → 开业首日客流25万的目的性到访,开业时间、定位与首日客流由赢商网/联商网/齐鲁网交叉确认；体量口径需注明,以主题化空间与艺术共创为区域商业注入年轻化内容,区域商业老化、青年客群存量可观,艺术资源、主题空间改造与潮流品牌招商,『9大空间』为一次性开业投入，持续运营需内容支撑,动作参考,已完成
案例A94,南昌大悦城,部分核验,『城市沸腾青年主场』：以首店密度+当燃营销实现2天客流50万破全国大悦城纪录,南昌朝阳新城缺少青年潮流消费目的地，年轻客群消费外流,以总投资约30亿、『宝藏之舟云帆朝阳』设计理念落地，260+品牌（首店占比超40%），叠加『不燃怎young』当燃巴士/当燃市集话题营销,青年定位+高首店密度 → 城市级话题事件 → 开业首日客流24万+、2天50万破纪录,开业数据、品牌口径与营销动作由凤凰网江西+观点网交叉确认（品牌口径有差异需注明）,以主题定位+首店密度+现象级开业事件组合激活城市青年消费,城市有青年人口增量、区域商业空白、首店资源可达,大体量资本、首店招商资源与开业期营销预算,南昌人口结构与大悦城品牌资源不可照搬；开业纪录不保证持续经营,策略依据,已完成
案例A95,重庆万象城,部分核验,国内最大体量重奢万象城的九年进化：从单期到三区、从重奢到先锋潮流,重庆缺少城市级高端商业供给，奢侈消费外流,2014年一期引入HERMES/PRADA等重奢，2023年北区开业（先锋潮流、70余家西南/重庆首店）完成三区定位，防空洞与百年古树纳入规划,重奢底盘 → 分期扩张与分区定位 → 全客层覆盖（品牌总数超700）→ 2021年首进全国购物中心销售额前50、2022年重庆NO.1,开业、体量、分区与销售成绩由华润万象生活官方+联商网确认,以分期开发和分区定位覆盖不同客层，用本土文脉（防空洞/古树）做空间差异化,城市高端消费基础足、核心商圈有连片开发空间,大体量资本、高端品牌资源与长期运营能力,重庆城市体量与华润资源不可照搬；50万㎡重奢定位依赖城市能级,策略依据,已完成
案例A96,长沙万象城,部分核验,长沙首座万象城：423品牌+170+首店+三大特色空间与MIXSTEP厂牌的开业样本,湘江新区/岳麓区缺乏高端商业供给，区域消费外溢至五一商圈,以26.7万㎡总建面（购物中心17.4万㎡）落地，引入423品牌（170+首店），打造封面空间/徜徉绿谷/云端盛筵三大空间与MIXSTEP厂牌,区域供给缺口+双地铁TOD → 高首店密度+特色空间 → 开业首日销售额2300万、客流25万+,开业、体量、品牌与首店由新华网湖南/澎湃/赢商网交叉确认,以首店密度+特色空间+内容厂牌三件套定义新城市旗舰商业,城市核心新区有商业空白、双轨交枢纽、品牌资源可达,大体量资本、华润级招商与内容运营能力,长沙湘江新区区位与华润资源不可照搬；首店口径（170+/178家）需统一,策略依据,已完成
案例A97,成都温江合生汇,部分核验,存量升级与逆势上扬样本：2015年开业后以升级改造+品牌迭代深耕区域市场近十年,成都大城西/温江区域商业同质化，老项目吸引力衰减,2015年开业后持续经营，2020年升级更名成都合生汇（外立面/中庭/停车场改造、网红洗手间、5G+MEC智慧商业），五年调整面积5万余㎡、累计5000万工程改造,存量改造投入+品牌持续迭代（260+品牌、80%首进温江）→ 区域消费回流 → 2023年逆势上扬,开业、升级动作与投入由界面新闻+官方发布会确认；持续经营表现见行业报道,以持续改造与品牌迭代延长区域商业生命周期，而非坐等老化,区域人口稳定、项目体量与客群基础仍在,改造资本、品牌更新资源与本地运营团队,温江区域市场与合生商业资源不可照搬；改造见效需时间验证,动作参考,已完成
案例A98,淄博万象汇,部分核验,淄博老牌区域购物中心：开业当天客流近20万、首进淄博品牌百余家,淄博中心城区缺乏现代购物中心，家庭与潮流客群消费外溢,2015年5月以『全客层一站式家庭体验式购物中心』定位开业，依托华润商业资源引入首进淄博新品牌百余家,城市中心供给缺口 → 全客层定位+首店招商 → 开业当天客流近20万,开业、体量与客流由淄博市商务局官方来源确认；持续运营表现待补录,以全客层一站式定位+首店资源切入二三线城市的现代商业空白,城市中心商圈缺少同体量现代购物中心,头部运营商资源与大体量资本投入,45万㎡为项目总体量口径需注明；淄博市场结构不可照搬,动作参考,已完成
案例A99,侨福芳草地,部分核验,艺术商业先行者的兴衰样本：500+艺术品成就标杆，也揭示艺术商业的可持续性难题,艺术商业如何避免光环褪色、如何从话题热度转为持续经营,以LEED铂金+500件艺术品+236米长桥构建『可购物的美术馆』，2017年客流峰值1500万人次,艺术供给 → 城市级话题与打卡流量 → 高端品牌与客流 → 光环依赖（2023年客流较2017年降约40%、空置率超15%）,开业、艺术资产与客流变化由维基百科/赢商网/观点网交叉确认,艺术商业需要持续更新内容，否则光环随时间褪色,项目需持续的艺术内容预算与品牌迭代能力,独特建筑与艺术资产不可复制；艺术运营团队与内容更新投入是前提,艺术装置与内容需保持更新（BAPE Gallery等撤店、COS中国首店2023年闭店为反证）；2025年转轻资产合作定位『时尚与艺术的社交中心』,策略依据,已完成
案例C15,上海延庆路/东湖路/永源路小马路商业更新,部分核验,上海小马路商业更新样本：以小店矩阵+社群活动构建青年客群占比77%的街区经济,传统街区如何在不推倒重来的前提下激活商业活力并留住青年客群,以特色小店/设计师品牌/精致餐饮沿街布局，延庆坊五栋建筑功能分区，叠加社群活动与『上海之夏』城市漫游推荐,在地历史街道氛围 → 小店与品牌矩阵 → 社群活动与城市营销 → 青年客群（77%占比、日均停留2.2小时、人均消费430元）,客群结构与消费数据由青年报2026-05-18确认；街区纳入『上海之夏』见新民,以小店矩阵+社群活动激活街区，用城市级消费活动放大街区声量,街区有历史底蕴与步行尺度、城市有消费季活动资源,街区产权与业态引导机制、活动运营能力,上海街区客群结构与消费力不可照搬；永源路单独资料少，建议以延庆路/东湖路为主,动作参考,已完成
案例C16,马来西亚怡保夜生活街区（海外）,线索,海外夜生活街区案例（线索级）：怡保旧街场白咖啡文化+殖民时代酒吧遗产,以老街夜生活活化城市记忆，海外参照,以旧街场（Old Town）白咖啡体验中心、殖民时代历史酒吧餐厅等形成夜经济地标（来源为旅游指南级）,历史建筑与饮食文化 → 夜生活业态聚集 → 旅游与本地夜间消费（线索级，未验证经营数据）,仅获agoda/Trip.com/YouTube等旅游指南与自媒体来源，未达核验门槛,以在地饮食文化与历史建筑做夜生活主题（待补官方与行业来源后使用）,街区有历史建筑与饮食文化遗存、有夜经济政策空间,待补官方来源与经营数据后再判定,海外案例的运营环境、人口与政策不可照搬；当前仅作灵感参考,灵感参考（待补来源）,已完成
案例C17,成都三色锦岸夜市（原三色路）,部分核验,政策驱动型夜市样本：『五允许一坚持』催生后备箱+露营风地摊经济，再经关停后提档升级,地摊经济如何在合规、市容与烟火气之间平衡，夜市如何从自发走向规范化,依托2020年3月成都『五允许一坚持』政策形成后备箱/帐篷零固定成本摊位形态，2022年爆红后因扰民被叫停，随后以『三色路夜市』为核心规划四大片区提档升级,包容性政策 → 零成本摊位形态爆发 → 流量与问题并存 → 规范化提档（后备箱街区/文创艺术街区/高端餐饮街区/集市延伸区）,政策背景、业态形态与关停事件由人民网四川等确认；更名『三色锦岸』与提档进展待官方文件补录,以政策空间培育自发生态，再用规范化升级承接流量,城市有包容性地摊政策、街区有步行与停车条件,政策窗口、市政管理配套、业态升级投入,后备箱经济依赖政策宽松度，管理缺位会引发扰民叫停（『七宗罪』为反证）,动作参考,已完成
案例C18,北京王府中環,部分核验,香港置地内地首个地标：以高端品牌矩阵拉动传统商圈国际化升级,王府井商圈传统老化，高端消费长期内循环于东方广场不外溢,以15万㎡总开发体量（经营面积约10万㎡）落地王府井，引入Dior概念店/GIADA旗舰店/13家高端餐饮，2021年岁末起培厚宝格丽/卡地亚/蒂芙尼等重奢,高端品牌矩阵 → 拉动王府井商圈国际化升级 → 首店近30家、在营品牌140余家 → 高端客群回流,体量与品牌由北京经信局+新京报+luxe.co交叉确认；开业口径2017/2018需注明,以高端商业体作为传统商圈升级的锚点，带动整条街区品牌结构提升,传统商圈有升级诉求、核心区位与消费基础,大体量资本、高端品牌资源与长期培育耐心,王府井区位与香港置地资源不可照搬；经营面积口径（10万㎡ vs 近5万㎡）需注明,策略依据,已完成
案例C19,北京朝外UIC街区,部分核验,以『年轻力』产品线切入历史片区城市更新，用首店与内容活动激活朝外大街的试点样本,历史核心街区面临商业老化，需以年轻客群重建目的地吸引力,将UIC（城市创新中心）片区更新与URF盈展年轻力产品线结合，以首店集群+展览娱乐+社群活动组织空间,片区城市更新启动 → THE BOX年轻力空间开业 → 首店与高频活动形成客流 → 片区商业价值重估,THE BOX A馆80%为首店，约4个月销售额5亿、活动2.25万人次（区政府官网口径）,在历史街区更新中引入『年轻力』产品线，用首店+内容活动而非单纯招商建立初始吸引力,历史核心区需要年轻化、具备城市更新与内容运营资源,政府片区更新主导、产品线运营团队、历史建筑活化政策空间,UIC特殊政策与区位不可照搬；首店资源依赖URF盈展体系,策略依据,已完成
案例C20,成都文殊坊,部分核验,以文化IP为核心驱动，将佛禅与非遗文化转化为可消费、可体验的院落式商业系统,历史街区开街后长期『不温不火』，缺乏持续客流与消费转化,城投置地2017年主导提质升级：重塑『一核两环三轴多片区』结构，叠加15个主题院落+妙圆剧场与800米立体慢行系统，并交由城投安石一体化招商运营,文化IP定位 → 院落式空间重构 → 非遗/汉服/国潮剧场业态导入 → 文化变现与客流回升,2026年五一接待游客超74万人次；2025年获评『年度影响力特色街区典范案例』,历史街区改造重内容运营与情绪价值，用『街庙合一、坊市合一』空间策略+专业化运营激活存量,历史街区开街后客流与消费双低、存在文化资源可挖掘,国有平台主导更新、专业运营公司全链条服务、分级保护规划空间,文殊院宗教文化与成都地域性不可照搬；城投安石合资模式依赖特定资源,策略依据,已完成
案例C21,成都曹家巷骄子集市,线索,以『烟火夜市+潮流』组合在旧城更新片区制造夜经济消费场景的线索级案例,旧城更新片区缺乏夜间消费场景，需快速集聚人气,依托恒大曹家巷广场开办『潮+巷夜肆』烟火夜市，以固定摊位+常态化夜间开放经营,旧城更新片区 → 烟火夜市/特色街区 → 夜间时段客流 → 片区人气回升,『潮+巷夜肆』占地约1500㎡、65个摊位，依府河而建，每晚常态化开放,在旧城更新或存量片区用低门槛夜市/集市先做夜间人气，再谈业态升级,片区改造后需要快速制造烟火气与夜间内容,流动摊位政策空间、物业方配合、本地餐饮供给,『骄子集市』名称本身缺乏独立来源，引用前需以原始资料核实；夜市多为季节性客流,动作参考,已完成
案例C22,悉尼QVB维多利亚女王大厦（海外）,部分核验,以百年历史建筑承载零售与观光，成为城市级地标型商业的历史样本,老建筑如何在不破坏历史价值的前提下持续承载商业功能,将1898年建成的罗马式建筑整栋用于零售，保留穹顶、彩绘玻璃等历史元素，形成旅游+购物复合功能,历史地标建筑 → 整街区零售空间 → 观光与购物复合 → 城市级目的地,1898年开业、五层、占乔治街整街区、140+店铺（维基百科）,历史建筑活化可整栋保留并持续零售化，靠建筑稀缺性自带目的地属性,城市核心区有高等级历史建筑可用于商业,建筑产权与保护等级允许商业使用、持续维护资金,澳洲殖民史与市议会持有模式不可照搬；140+店铺结构依赖旅游城市客流,策略依据,已完成
