queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
197,案例C67,深圳大悦城,三、街区/滨河/历史文化街区,待核验,高,P1,B008,已完成,部分核验,深圳大悦城2025-07-12开业25万㎡，首日客流42万+，三大非标空间（南都）
198,案例C68,曼谷商业设计五大亮点（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B008,已完成,部分核验,综述型：曼谷商业设计以EMSPHERE为主要佐证，行业媒体级来源
199,案例C69,西安老城根G park,三、街区/滨河/历史文化街区,待核验,高,P1,B008,已完成,部分核验,老城根G park 2016年开业，水晶屏+水舞秀场，152品牌40%首进西北（iziRetail/西部网）
200,案例C70,长春万象城漫闪街区,三、街区/滨河/历史文化街区,待核验,高,P1,B008,已完成,部分核验,MIXC YARD城市慢闪街区按季迭代，2025-05-20升级2.0庭院季（新华网吉林）
201,案例C71,北京王府中環,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
202,案例C73,广州黄埔花厅坊,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
203,案例C74,深圳万象天地MXTR街区,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
204,案例C75,南京JLC金陵中環,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
205,案例C76,杭州天目里,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
206,案例C77,京都车站（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
207,案例C78,苏州中環,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
208,案例C79,东京Hibiya OKUROJI（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
209,案例C80,洛杉矶大中央市场（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
210,案例C81,胡志明咖啡公寓（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
211,案例C82,东京麻布台Hills（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
212,案例C83,东京代官山Forestgate（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
213,案例C84,京都新风馆（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
214,案例C85,上海永源路商业更新,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
215,案例C86,重庆观音桥好吃街,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
216,案例C87,广州永庆坊,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
217,案例C88,广州万菱汇,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
218,案例C89,纽约洛克菲勒中心（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
219,案例C90,东京宫下公园MIYASHITA PARK（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,已搜索,部分核验,
220,案例B16,耐克TOMA街头足球赛（北京798）,二、城市级概念/产业文商旅,待核验,高,P1,B009,已搜索,部分核验,
221,案例B17,西安小寨原力场,二、城市级概念/产业文商旅,待核验,高,P1,B009,已搜索,部分核验,
222,案例B18,LV路易号（上海）,二、城市级概念/产业文商旅,待核验,高,P1,B009,已搜索,部分核验,
223,案例B19,上海国际电影节,二、城市级概念/产业文商旅,待核验,高,P1,B009,已搜索,部分核验,
224,案例B21,厦门万象城二期,二、城市级概念/产业文商旅,待核验,高,P1,B009,已搜索,部分核验,
225,案例B22,顺德万象汇,二、城市级概念/产业文商旅,待核验,高,P1,B009,已搜索,部分核验,
226,案例B23,南京光环花园城,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
227,案例B24,MINISO Gallery（上海外滩）,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
228,案例B25,温州南食召,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
229,案例B27,上海蟠龙水市,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
230,案例B28,博多运河城（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
231,案例B29,重庆江陵茶馆,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
232,案例B30,重庆朝天门·城里,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,去重：与案例B54同项目（重庆来福士广场/朝天门区域），并入DG21
233,案例B31,上海新六百YOUNG,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
234,案例B32,悉尼新鱼市（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
235,案例B33,重庆东原致新·一奥天地,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
236,案例B34,福州万象城,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
237,案例B35,成都眉山春游音乐节,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
238,案例B36,上海时装周,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
239,案例B37,迪拜（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
240,案例B38,由布院（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
241,案例B39,深圳中航城君尚,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
242,案例B40,阿尔萨卡Avenue（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,线索,
243,案例B41,F1上海站,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
244,案例B42,广州春节文旅,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
245,案例B43,福州上下杭,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
246,案例B44,成都东郊记忆SC Shop潮牌集合店,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
247,案例B45,Last Exit Truck Park货车公园（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
248,案例B46,阿那亚三亚,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
249,案例B47,北京泡泡玛特画廊,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
250,案例B48,广州保利广场,二、城市级概念/产业文商旅,待核验,高,P1,B010,已搜索,部分核验,
251,案例B49,"环南昆山-罗浮山""8""字形山野公路驿站群",二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
252,案例B50,杭州湖滨in77,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
253,案例B51,上海华润时代广场,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
254,案例B52,成都麓湖CPI,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
255,案例B53,上海苏河湾（华润置地城市更新）,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
256,案例B54,朝天门广场/朝天门城里,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,去重：与案例B30同项目（重庆来福士广场/朝天门区域），并入DG21
257,案例B55,Salomon萨洛蒙成都太古里店,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
258,案例B56,成都麓湖商业,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
259,案例B57,杭州城北万象城,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
260,案例B58,资阳临空经济区,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
261,案例B59,乌镇戏剧节,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
262,案例B60,厦门海上世界,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
263,案例B61,成都麓镇,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
264,案例B62,武汉万象城,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
265,案例B63,成都大旗茶馆,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
266,案例B64,宜宾天地,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
267,案例B65,渝北光环花园城,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
268,案例B66,北京通州领展广场,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
269,案例B67,佛山宏宇·GDC国际科教体育竞速中心,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
270,案例B68,晋中天美杉杉奥特莱斯,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
271,案例B69,芜湖古城,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
272,案例B70,合肥银泰in77,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
273,案例B71,景德镇瓷文化市集,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
274,案例B72,西安万象城（生命之树）,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
275,案例B73,成都娇子人行桥,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
276,案例B74,沈北吾悦广场,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
277,案例B75,罗湖益田假日广场,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
278,案例B76,郑东万象城,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
279,案例B77,顺德万象汇,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
280,案例B78,乌鲁木齐CCMALL时代广场,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
281,案例B79,京都文旅商业（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
282,案例B80,成都COSMO,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
283,案例B81,广州天环,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
284,案例B82,重庆北城天街,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
285,案例B83,腊肠岛欧米卡之terris（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,线索,
286,案例B84,西安小寨原力场,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
287,案例B85,潮流盒子·武汉X118,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
288,案例B86,厦门大悦城,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
289,案例B87,魏坡新序,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
290,案例B88,顺德ALSO,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
291,案例B89,深圳深业上城,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
292,案例B90,青岛万象城,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
293,案例B91,北京超极合生汇,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
294,案例B92,广州番禺OMG网红街,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,线索,
295,案例B93,广州九龙湖阿那亚（岭南版阿那亚）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
296,案例B94,深圳大运天地,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
297,案例B95,泡泡玛特小野全球首家门店,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
298,案例B96,三亚海棠湾生态公园（华润片区统筹）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,去重：与案例E21同项目（三亚华润海棠湾片区统筹），并入DG22
299,案例B97,北海道新千岁机场（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
300,案例E10,重庆万华麓系公园式商业,五、混合业态资产激活,待核验,高,P1,B012,已搜索,部分核验,
301,案例E11,酷拼工坊,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
302,案例E12,OIMACHI TRACKS（海外）,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
303,案例E13,阿那亚北岸悦酒店,五、混合业态资产激活,待核验,高,P1,B013,已搜索,线索,
304,案例E14,国家大剧院,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
305,案例E15,"上海""在水一方""科技馆",五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
306,案例E16,吉隆坡mingle名楽（海外）,五、混合业态资产激活,待核验,高,P1,B013,已搜索,线索,
307,案例E17,大连东关街,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
308,案例E18,成都建发望悦城,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
309,案例E19,天府111,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
310,案例E20,合肥中心尚都筑格酒店,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
311,案例E21,三亚华润海棠湾,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,去重：与案例B96同项目（三亚华润海棠湾片区统筹），并入DG22
312,案例E22,重庆城际酒店,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
313,案例E23,亚朵星巴克联名,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
314,案例E24,上海INS新乐园,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
315,案例E25,上海静安嘉里中心,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
316,案例E26,杭州万象城,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
317,案例E27,香港影湾园（海外）,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
318,案例E28,桔子酒店,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
319,案例E29,成都天府招商花园城,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
320,案例E30,华润置地达尔文营地,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
321,案例E31,曼谷NEXTOPIA（海外）,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
322,案例E32,深圳海洋中心城市更新,五、混合业态资产激活,待核验,高,P1,B013,已搜索,线索,
323,案例E33,北京三里屯太古里,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
324,案例E34,上海曹路招商花园城,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
325,案例E35,墨尔本MECCA（海外）,五、混合业态资产激活,待核验,高,P1,B013,已搜索,部分核验,
326,案例E36,上海西岸璇心Orbit,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
327,案例E37,华润置地超级场馆运营,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
328,案例E38,成都春熙路voco酒店,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
329,案例E39,大同古城东南驿,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
330,案例E40,长沙观沙岭招商花园城,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
331,案例E41,深圳前海冰雪世界,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
332,案例E42,LV成都源野活动,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
333,案例E43,南昌万象城,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
334,案例E44,天津万象城,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
335,案例E45,武汉嘉佰汇,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
336,案例E46,广州悦汇城,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
337,案例E47,桔子酒店上海旗舰店,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
338,案例E48,曼谷伽利略绿洲（海外）,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,去重：与案例D24同项目（Piccolo Vicolo为场内咖啡馆），并入DG24
339,案例E49,MFG写字楼,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
340,案例E50,凯德广场·金牛,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
341,案例E51,深圳前海壹方城,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
342,案例E52,上海LV巨轮,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
343,案例E53,北京阿派朗创造力星球,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
344,案例E54,北京鼎好DH3,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
345,案例E55,成都天府大悦城,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
346,案例E56,锦和集团越界系列,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
347,案例E57,郑州亳都·新象,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
348,案例E58,The Exchange TRX Mall（海外）,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,去重：与案例C62第4分案（Exchange TRX）同项目，并入DG23
349,案例E59,雄安寻环XLOOP,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
350,案例E60,东莞奇云广场,五、混合业态资产激活,待核验,高,P1,B014,已搜索,部分核验,
351,案例E61,KITTE大阪（海外）,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
352,案例E62,深圳Kaledo,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
353,案例E63,深圳湾万象天地,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
354,案例E64,成都regular原野,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
355,案例E65,拉斯维加斯Sphere（海外）,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
356,案例E66,广州正佳广场赛博天街,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
357,案例E67,广州太古汇二座,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
358,案例E68,纽约哈德逊广场（海外）,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
359,案例E9,TODAY'S SPECIAL（海外）,五、混合业态资产激活,待核验,高,P1,B015,已搜索,部分核验,
360,案例D10,阿那亚第一食堂,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
361,案例D100,东京下北泽BOUNS TRACK(海外),四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
362,案例D11,悉尼岩石区（海外）,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
363,案例D12,泡泡玛特阿那亚烘焙首店（POP BAKERY）,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
364,案例D14,长春大鹅花店,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
365,案例D15,露露农场花店,四、社区型非标商业,待核验,高,P1,B015,已搜索,线索,
366,案例D16,首尔大林仓库（海外）,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
367,案例D17,成都麓湖隐溪川,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
368,案例D18,阿那亚aaad北岸新店,四、社区型非标商业,待核验,高,P1,B015,已搜索,线索,
369,案例D19,成都poco寝室香氛店,四、社区型非标商业,待核验,高,P1,B015,已搜索,线索,
370,案例D21,重庆江陵茶馆,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
371,案例D22,MONOCLE静安嘉里中心慢闪店,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
372,案例D23,宁波KARA coffee,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
373,案例D24,曼谷Piccolo Vicolo咖啡（海外）,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,去重：与案例E48同项目（GalileOasis项目内咖啡馆），并入DG24
374,案例D25,广州连心创意城,四、社区型非标商业,待核验,高,P1,B015,已搜索,线索,
375,案例D26,华润置地陕西润比邻（世园欢乐跑）,四、社区型非标商业,待核验,高,P1,B015,已搜索,部分核验,
376,案例D27,上海党群服务中心,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
377,案例D28,武汉光谷华润chill park,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
378,案例D29,东京小川咖啡OGAWA COFFEE LABORATORY（海外）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
379,案例D30,自然造物上海1KA新店,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
380,案例D31,海口matata咖啡,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
381,案例D32,成都麓湖CPI,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
382,案例D33,清迈商业场景设计（海外）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
383,案例D34,沈阳铁西红梅190五文创园,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,案名勘误：『红梅190五文创园』实为沈阳红梅文创园（红梅味精厂旧址、卫工北街44号、2019-09开园）；与案例D43（1905文创园，沈重二金工车间、兴华北街8号）为两个不同项目，不构成重复
384,案例D35,哈尔滨戈雅咖啡（老洋房系列）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
385,案例D36,上海三立方咖啡（御园路店）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
386,案例D37,槟城China House唐人厝（海外）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
387,案例D38,成都光合作用咖啡（热植主题）,四、社区型非标商业,待核验,高,P1,B016,已搜索,线索,
388,案例D39,伦敦Mercato Mayfair（海外）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
389,案例D40,成都白读书屋,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
390,案例D41,成都南石灶食材店,四、社区型非标商业,待核验,高,P1,B016,已搜索,线索,
391,案例D42,木墨新造社区,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
392,案例D43,沈阳1905文创园,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
393,案例D44,蓝瓶咖啡（Blue Bottle Coffee）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
394,案例D45,曼谷Dusit Central Park（海外）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
395,案例D46,成都arrow咖啡,四、社区型非标商业,待核验,高,P1,B016,已搜索,线索,
396,案例D47,新加坡One Holland Village（海外）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
397,案例D48,广州山下植屋（Down of Mountain）,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
398,案例D49,成都LOBANG炉坂面包,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
399,案例D50,新加坡KADA（海外）,四、社区型非标商业,待核验,高,P1,B016,已搜索,线索,
400,案例D51,阿那亚金山岭,四、社区型非标商业,待核验,高,P1,B016,已搜索,部分核验,
401,案例D52,北京牛街法院寺旁JM咖啡,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
402,案例D53,武汉嘉佰汇,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
403,案例D54,上海大地茶场（淮海路店）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
404,案例D55,成都保利时光里,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
405,案例D56,成都门德里咖啡（regular原野店）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
406,案例D57,阿那亚第八食堂,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
407,案例D58,佛山保利水城时光汇,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
408,案例D59,墨尔本Chadstone（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
409,案例D60,武汉光谷KIC PARK,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
410,案例D61,广西北海阿萨卡,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
411,案例D62,成都COSMO血脉计划,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
412,案例D63,华润置地润比邻社群,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
413,案例D64,深圳山池咖啡,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
414,案例D65,武汉滨江天街,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
415,案例D66,北京永定合集,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
416,案例D67,上海新天地社区品牌,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
417,案例D68,曼谷friend friend（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
418,案例D69,曼谷PINO VI（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,线索,
419,案例D70,郑州嵩南印象城,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
420,案例D71,深圳坂田天安云谷,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
421,案例D72,沈阳陈家桥入口天物面包店,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
422,案例D73,贵阳万象城,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
423,案例D74,吉隆坡百年老屋群（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
424,案例D75,上海IP痛城经济,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
425,案例D76,曼谷WWA CafeX Chooseless（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
426,案例D77,京都百年老屋群（海外）,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
427,案例D78,成都清源社区,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
428,案例D79,成都玉林芳华街,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
429,案例D81,上海六六梧桐园林里会,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
430,案例D82,REX KL(海外),四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
431,案例D83,瑞虹天地月亮湾(微软生长花鸟集),四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
432,案例D84,The Campus Ampang(海外),四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
433,案例D85,CPI coco ma,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,去重：与案例D32/B52同项目（成都麓湖CPI，D85为二期Koko Market相关记录），并入DG10
434,案例D86,上心桥公园,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
435,案例D87,安踏0碳使命店,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
436,案例D88,上海新天地(及太平洋新天地),四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
437,案例D90,and department soul(海外),四、社区型非标商业,待核验,高,P1,B018,已搜索,线索,
438,案例D91,上升新锁,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
439,案例D92,living room(药厂新品牌),四、社区型非标商业,待核验,高,P1,B018,已搜索,线索,
440,案例D93,六运小区,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
441,案例D94,Tagi(塔皮),四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
442,案例D95,三亚东岸鹭洲,四、社区型非标商业,待核验,高,P1,B018,已搜索,线索,
443,案例D96,serendipity blend,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
